antecedent,consequent,support,confidence,lift,support_count
82580,22672,0.009479,0.333333,35.166667,2
22419,21619,0.009479,0.333333,35.166667,2
22419,21716,0.009479,0.333333,35.166667,2
22419,22123,0.009479,0.333333,35.166667,2
22419,22152,0.009479,0.333333,35.166667,2
22555,21026,0.009479,0.333333,35.166667,2
22398,22312,0.009479,0.333333,35.166667,2
22555,22312,0.009479,0.333333,35.166667,2
22556,22312,0.009479,0.333333,35.166667,2
22557,22312,0.009479,0.333333,35.166667,2
22584,22312,0.009479,0.333333,35.166667,2
22398,22573,0.009479,0.333333,35.166667,2
22398,85088,0.009479,0.333333,35.166667,2
22555,22573,0.009479,0.333333,35.166667,2
22555,85088,0.009479,0.333333,35.166667,2
22556,22573,0.009479,0.333333,35.166667,2
22556,85088,0.009479,0.333333,35.166667,2
22557,22573,0.009479,0.333333,35.166667,2
22557,85088,0.009479,0.333333,35.166667,2
22584,22573,0.009479,0.333333,35.166667,2
22584,85088,0.009479,0.333333,35.166667,2
22631,22745,0.009479,0.333333,35.166667,2
22631,22746,0.009479,0.333333,35.166667,2
22631,22747,0.009479,0.333333,35.166667,2
22631,85227,0.009479,0.333333,35.166667,2
22114,21705,0.009479,0.333333,35.166667,2
22114,22465,0.009479,0.333333,35.166667,2
22467,22795,0.009479,0.333333,35.166667,2
22632,22842,0.009479,0.333333,35.166667,2
22632,22093,0.009479,0.333333,35.166667,2
82581,22729,0.009479,0.333333,35.166667,2
82583,22729,0.009479,0.333333,35.166667,2
22667,84596E,0.009479,0.333333,35.166667,2
22809,21811,0.009479,0.333333,35.166667,2
82583,22998,0.009479,0.333333,35.166667,2
22631,21746,0.009479,0.333333,35.166667,2
22419,23089,0.009479,0.333333,35.166667,2
22419,23168,0.009479,0.333333,35.166667,2
22419,23300,0.009479,0.333333,35.166667,2
23206,23302,0.009479,0.333333,35.166667,2
23206,84507C,0.009479,0.333333,35.166667,2
23206,23321,0.009479,0.333333,35.166667,2
23206,23322,0.009479,0.333333,35.166667,2
22993,22898,0.009479,0.333333,35.166667,2
22993,22979,0.009479,0.333333,35.166667,2
82583,23426,0.009479,0.333333,35.166667,2
22809,23271,0.009479,0.333333,35.166667,2
84949,84970L,0.018957,0.8,33.76,4
84970L,84949,0.018957,0.8,33.76,4
21531,21535,0.014218,0.75,31.65,3
21866,21867,0.014218,0.75,31.65,3
22712,21078,0.014218,0.75,31.65,3
22078,22082,0.014218,0.75,31.65,3
22904,21137,0.014218,0.75,31.65,3
23101,23100,0.014218,0.75,31.65,3
23343,23344,0.014218,0.75,31.65,3
22728,22726,0.014218,0.75,31.65,3
21535,21531,0.014218,0.6,31.65,3
21867,21866,0.014218,0.6,31.65,3
21078,22712,0.014218,0.6,31.65,3
22082,22078,0.014218,0.6,31.65,3
21137,22904,0.014218,0.6,31.65,3
23100,23101,0.014218,0.6,31.65,3
23344,23343,0.014218,0.6,31.65,3
22726,22728,0.014218,0.6,31.65,3
23207,23209,0.018957,1.0,30.142857,4
22224,22219,0.014218,1.0,30.142857,3
20674,20676,0.014218,1.0,30.142857,3
22030,21509,0.014218,1.0,30.142857,3
22432,20750,0.014218,1.0,30.142857,3
23208,23209,0.014218,1.0,30.142857,3
22212,22294,0.009479,1.0,30.142857,2
22212,22295,0.009479,1.0,30.142857,2
84849A,22295,0.009479,1.0,30.142857,2
20956,21559,0.009479,1.0,30.142857,2
22041,21484,0.009479,1.0,30.142857,2
21693,48138,0.009479,1.0,30.142857,2
22564,22585,0.009479,1.0,30.142857,2
22565,22585,0.009479,1.0,30.142857,2
22566,22585,0.009479,1.0,30.142857,2
22586,22585,0.009479,1.0,30.142857,2
22354,21086,0.009479,1.0,30.142857,2
47599A,22585,0.009479,1.0,30.142857,2
47599A,84945,0.009479,1.0,30.142857,2
C2,84970S,0.009479,1.0,30.142857,2
82597,20713,0.009479,1.0,30.142857,2
20981,20983,0.009479,1.0,30.142857,2
21179,82552,0.009479,1.0,30.142857,2
22438,21509,0.009479,1.0,30.142857,2
21681,48138,0.009479,1.0,30.142857,2
15056P,15056BL,0.009479,1.0,30.142857,2
21161,82600,0.009479,1.0,30.142857,2
21246,20676,0.009479,1.0,30.142857,2
21888,21509,0.009479,1.0,30.142857,2
21703,22620,0.009479,1.0,30.142857,2
84715,22620,0.009479,1.0,30.142857,2
22652,21889,0.009479,1.0,30.142857,2
21472,22759,0.009479,1.0,30.142857,2
21907,82600,0.009479,1.0,30.142857,2
85049G,20676,0.009479,1.0,30.142857,2
22152,20750,0.009479,1.0,30.142857,2
21949,82552,0.009479,1.0,30.142857,2
20655,21035,0.009479,1.0,30.142857,2
21143,21916,0.009479,1.0,30.142857,2
22813,22219,0.009479,1.0,30.142857,2
22312,22585,0.009479,1.0,30.142857,2
22745,22570,0.009479,1.0,30.142857,2
22746,22570,0.009479,1.0,30.142857,2
22747,22570,0.009479,1.0,30.142857,2
85227,22570,0.009479,1.0,30.142857,2
22573,22585,0.009479,1.0,30.142857,2
85088,22585,0.009479,1.0,30.142857,2
22813,22620,0.009479,1.0,30.142857,2
21818,21916,0.009479,1.0,30.142857,2
82484,21916,0.009479,1.0,30.142857,2
70007,21484,0.009479,1.0,30.142857,2
70007,21485,0.009479,1.0,30.142857,2
22750,21086,0.009479,1.0,30.142857,2
22750,21094,0.009479,1.0,30.142857,2
84596E,20676,0.009479,1.0,30.142857,2
21328,21086,0.009479,1.0,30.142857,2
21328,21094,0.009479,1.0,30.142857,2
22972,79321,0.009479,1.0,30.142857,2
22895,22720,0.009479,1.0,30.142857,2
22937,22720,0.009479,1.0,30.142857,2
15044A,20676,0.009479,1.0,30.142857,2
21135,84970S,0.009479,1.0,30.142857,2
21533,21539,0.009479,1.0,30.142857,2
23089,23084,0.009479,1.0,30.142857,2
23168,23084,0.009479,1.0,30.142857,2
23300,23084,0.009479,1.0,30.142857,2
84507C,23209,0.009479,1.0,30.142857,2
23321,23209,0.009479,1.0,30.142857,2
23322,23209,0.009479,1.0,30.142857,2
23119,23209,0.009479,1.0,30.142857,2
23121,23209,0.009479,1.0,30.142857,2
23188,21916,0.009479,1.0,30.142857,2
23297,22720,0.009479,1.0,30.142857,2
22961,84945,0.009479,1.0,30.142857,2
22685,84347,0.009479,1.0,30.142857,2
22686,84347,0.009479,1.0,30.142857,2
22942,23084,0.009479,1.0,30.142857,2
23494,23084,0.009479,1.0,30.142857,2
23582,23202,0.009479,1.0,30.142857,2
23209,23207,0.018957,0.571429,30.142857,4
22219,22224,0.014218,0.428571,30.142857,3
20676,20674,0.014218,0.428571,30.142857,3
21509,22030,0.014218,0.428571,30.142857,3
20750,22432,0.014218,0.428571,30.142857,3
23209,23208,0.014218,0.428571,30.142857,3
22294,22212,0.009479,0.285714,30.142857,2
22295,22212,0.009479,0.285714,30.142857,2
22295,84849A,0.009479,0.285714,30.142857,2
21559,20956,0.009479,0.285714,30.142857,2
21484,22041,0.009479,0.285714,30.142857,2
48138,21693,0.009479,0.285714,30.142857,2
22585,22564,0.009479,0.285714,30.142857,2
22585,22565,0.009479,0.285714,30.142857,2
22585,22566,0.009479,0.285714,30.142857,2
22585,22586,0.009479,0.285714,30.142857,2
21086,22354,0.009479,0.285714,30.142857,2
22585,47599A,0.009479,0.285714,30.142857,2
84945,47599A,0.009479,0.285714,30.142857,2
84970S,C2,0.009479,0.285714,30.142857,2
20713,82597,0.009479,0.285714,30.142857,2
20983,20981,0.009479,0.285714,30.142857,2
82552,21179,0.009479,0.285714,30.142857,2
21509,22438,0.009479,0.285714,30.142857,2
48138,21681,0.009479,0.285714,30.142857,2
15056BL,15056P,0.009479,0.285714,30.142857,2
82600,21161,0.009479,0.285714,30.142857,2
20676,21246,0.009479,0.285714,30.142857,2
21509,21888,0.009479,0.285714,30.142857,2
22620,21703,0.009479,0.285714,30.142857,2
22620,84715,0.009479,0.285714,30.142857,2
21889,22652,0.009479,0.285714,30.142857,2
22759,21472,0.009479,0.285714,30.142857,2
82600,21907,0.009479,0.285714,30.142857,2
20676,85049G,0.009479,0.285714,30.142857,2
20750,22152,0.009479,0.285714,30.142857,2
82552,21949,0.009479,0.285714,30.142857,2
21035,20655,0.009479,0.285714,30.142857,2
21916,21143,0.009479,0.285714,30.142857,2
22219,22813,0.009479,0.285714,30.142857,2
22585,22312,0.009479,0.285714,30.142857,2
22570,22745,0.009479,0.285714,30.142857,2
22570,22746,0.009479,0.285714,30.142857,2
22570,22747,0.009479,0.285714,30.142857,2
22570,85227,0.009479,0.285714,30.142857,2
22585,22573,0.009479,0.285714,30.142857,2
22585,85088,0.009479,0.285714,30.142857,2
22620,22813,0.009479,0.285714,30.142857,2
21916,21818,0.009479,0.285714,30.142857,2
21916,82484,0.009479,0.285714,30.142857,2
21484,70007,0.009479,0.285714,30.142857,2
21485,70007,0.009479,0.285714,30.142857,2
21086,22750,0.009479,0.285714,30.142857,2
21094,22750,0.009479,0.285714,30.142857,2
20676,84596E,0.009479,0.285714,30.142857,2
21086,21328,0.009479,0.285714,30.142857,2
21094,21328,0.009479,0.285714,30.142857,2
79321,22972,0.009479,0.285714,30.142857,2
22720,22895,0.009479,0.285714,30.142857,2
22720,22937,0.009479,0.285714,30.142857,2
20676,15044A,0.009479,0.285714,30.142857,2
84970S,21135,0.009479,0.285714,30.142857,2
21539,21533,0.009479,0.285714,30.142857,2
23084,23089,0.009479,0.285714,30.142857,2
23084,23168,0.009479,0.285714,30.142857,2
23084,23300,0.009479,0.285714,30.142857,2
23209,84507C,0.009479,0.285714,30.142857,2
23209,23321,0.009479,0.285714,30.142857,2
23209,23322,0.009479,0.285714,30.142857,2
23209,23119,0.009479,0.285714,30.142857,2
23209,23121,0.009479,0.285714,30.142857,2
21916,23188,0.009479,0.285714,30.142857,2
22720,23297,0.009479,0.285714,30.142857,2
84945,22961,0.009479,0.285714,30.142857,2
84347,22685,0.009479,0.285714,30.142857,2
84347,22686,0.009479,0.285714,30.142857,2
23084,22942,0.009479,0.285714,30.142857,2
23084,23494,0.009479,0.285714,30.142857,2
23202,23582,0.009479,0.285714,30.142857,2
84997C,84997D,0.023697,0.833333,29.305556,5
84997D,84997C,0.023697,0.833333,29.305556,5
82580,82581,0.023697,0.833333,29.305556,5
82581,82580,0.023697,0.833333,29.305556,5
22810,22809,0.018957,0.8,28.133333,4
22809,22810,0.018957,0.666667,28.133333,4
20971,22149,0.009479,0.666667,28.133333,2
21239,21186,0.009479,0.666667,28.133333,2
21240,21186,0.009479,0.666667,28.133333,2
21655,21186,0.009479,0.666667,28.133333,2
22224,84949,0.009479,0.666667,28.133333,2
22224,84970L,0.009479,0.666667,28.133333,2
21071,21871,0.009479,0.666667,28.133333,2
21590,22352,0.009479,0.666667,28.133333,2
21165,21903,0.009479,0.666667,28.133333,2
22562,22560,0.009479,0.666667,28.133333,2
22587,22560,0.009479,0.666667,28.133333,2
20972,20677,0.009479,0.666667,28.133333,2
21124,20677,0.009479,0.666667,28.133333,2
21124,84997A,0.009479,0.666667,28.133333,2
22131,21918,0.009479,0.666667,28.133333,2
22131,84997A,0.009479,0.666667,28.133333,2
22435,84997A,0.009479,0.666667,28.133333,2
22136,21218,0.009479,0.666667,28.133333,2
22088,21933,0.009479,0.666667,28.133333,2
22089,21933,0.009479,0.666667,28.133333,2
21982,21980,0.009479,0.666667,28.133333,2
21983,21980,0.009479,0.666667,28.133333,2
22089,22087,0.009479,0.666667,28.133333,2
22215,22624,0.009479,0.666667,28.133333,2
22215,22627,0.009479,0.666667,28.133333,2
82551,85150,0.009479,0.666667,28.133333,2
21203,21186,0.009479,0.666667,28.133333,2
22562,21186,0.009479,0.666667,28.133333,2
22150,22149,0.009479,0.666667,28.133333,2
18097C,22561,0.009479,0.666667,28.133333,2
22427,22561,0.009479,0.666667,28.133333,2
21121,21498,0.009479,0.666667,28.133333,2
20978,20979,0.009479,0.666667,28.133333,2
21124,20979,0.009479,0.666667,28.133333,2
21124,21078,0.009479,0.666667,28.133333,2
85049C,21078,0.009479,0.666667,28.133333,2
22027,84946,0.009479,0.666667,28.133333,2
22080,22082,0.009479,0.666667,28.133333,2
22553,22418,0.009479,0.666667,28.133333,2
22716,22418,0.009479,0.666667,28.133333,2
35471D,22418,0.009479,0.666667,28.133333,2
22553,84946,0.009479,0.666667,28.133333,2
22366,22469,0.009479,0.666667,28.133333,2
21908,82582,0.009479,0.666667,28.133333,2
22645,22646,0.009479,0.666667,28.133333,2
84596B,20677,0.009479,0.666667,28.133333,2
84596F,20677,0.009479,0.666667,28.133333,2
20717,21933,0.009479,0.666667,28.133333,2
22333,20979,0.009479,0.666667,28.133333,2
84596B,21078,0.009479,0.666667,28.133333,2
22549,21867,0.009479,0.666667,28.133333,2
84596F,21867,0.009479,0.666667,28.133333,2
84596B,21933,0.009479,0.666667,28.133333,2
84596F,21933,0.009479,0.666667,28.133333,2
84596B,85040A,0.009479,0.666667,28.133333,2
22718,16237,0.009479,0.666667,28.133333,2
84880,21314,0.009479,0.666667,28.133333,2
21872,22413,0.009479,0.666667,28.133333,2
22495,21980,0.009479,0.666667,28.133333,2
22495,22151,0.009479,0.666667,28.133333,2
22659,22630,0.009479,0.666667,28.133333,2
22950,22909,0.009479,0.666667,28.133333,2
21985,21980,0.009479,0.666667,28.133333,2
22736,21980,0.009479,0.666667,28.133333,2
22736,22352,0.009479,0.666667,28.133333,2
85199L,22748,0.009479,0.666667,28.133333,2
16236,21078,0.009479,0.666667,28.133333,2
22192,22191,0.009479,0.666667,28.133333,2
22192,22193,0.009479,0.666667,28.133333,2
18097C,22810,0.009479,0.666667,28.133333,2
22311,84997A,0.009479,0.666667,28.133333,2
22535,22418,0.009479,0.666667,28.133333,2
22945,22418,0.009479,0.666667,28.133333,2
21174,21903,0.009479,0.666667,28.133333,2
22297,22810,0.009479,0.666667,28.133333,2
20675,20677,0.009479,0.666667,28.133333,2
85014A,22418,0.009479,0.666667,28.133333,2
84375,22964,0.009479,0.666667,28.133333,2
22501,22502,0.009479,0.666667,28.133333,2
22524,22502,0.009479,0.666667,28.133333,2
16236,16237,0.009479,0.666667,28.133333,2
22699,22663,0.009479,0.666667,28.133333,2
23145,22090,0.009479,0.666667,28.133333,2
21715,23301,0.009479,0.666667,28.133333,2
23171,22697,0.009479,0.666667,28.133333,2
22996,23243,0.009479,0.666667,28.133333,2
23298,23243,0.009479,0.666667,28.133333,2
23345,23199,0.009479,0.666667,28.133333,2
23346,23199,0.009479,0.666667,28.133333,2
85132C,23199,0.009479,0.666667,28.133333,2
21912,22964,0.009479,0.666667,28.133333,2
23108,22630,0.009479,0.666667,28.133333,2
23346,22630,0.009479,0.666667,28.133333,2
23108,22964,0.009479,0.666667,28.133333,2
23346,22964,0.009479,0.666667,28.133333,2
35471D,22964,0.009479,0.666667,28.133333,2
23182,21899,0.009479,0.666667,28.133333,2
23200,21899,0.009479,0.666667,28.133333,2
23182,21900,0.009479,0.666667,28.133333,2
23200,21900,0.009479,0.666667,28.133333,2
23182,21901,0.009479,0.666667,28.133333,2
23200,21901,0.009479,0.666667,28.133333,2
84832,23100,0.009479,0.666667,28.133333,2
84832,23328,0.009479,0.666667,28.133333,2
22992,22082,0.009479,0.666667,28.133333,2
23169,22960,0.009479,0.666667,28.133333,2
22694,21591,0.009479,0.666667,28.133333,2
22816,21591,0.009479,0.666667,28.133333,2
85048,23344,0.009479,0.666667,28.133333,2
23192,16237,0.009479,0.666667,28.133333,2
23571,16237,0.009479,0.666667,28.133333,2
23169,23301,0.009479,0.666667,28.133333,2
23169,23328,0.009479,0.666667,28.133333,2
23182,23328,0.009479,0.666667,28.133333,2
23552,23301,0.009479,0.666667,28.133333,2
23552,23328,0.009479,0.666667,28.133333,2
22149,20971,0.009479,0.4,28.133333,2
21186,21239,0.009479,0.4,28.133333,2
21186,21240,0.009479,0.4,28.133333,2
21186,21655,0.009479,0.4,28.133333,2
84949,22224,0.009479,0.4,28.133333,2
84970L,22224,0.009479,0.4,28.133333,2
21871,21071,0.009479,0.4,28.133333,2
22352,21590,0.009479,0.4,28.133333,2
21903,21165,0.009479,0.4,28.133333,2
22560,22562,0.009479,0.4,28.133333,2
22560,22587,0.009479,0.4,28.133333,2
20677,20972,0.009479,0.4,28.133333,2
20677,21124,0.009479,0.4,28.133333,2
84997A,21124,0.009479,0.4,28.133333,2
21918,22131,0.009479,0.4,28.133333,2
84997A,22131,0.009479,0.4,28.133333,2
84997A,22435,0.009479,0.4,28.133333,2
21218,22136,0.009479,0.4,28.133333,2
21933,22088,0.009479,0.4,28.133333,2
21933,22089,0.009479,0.4,28.133333,2
21980,21982,0.009479,0.4,28.133333,2
21980,21983,0.009479,0.4,28.133333,2
22087,22089,0.009479,0.4,28.133333,2
22624,22215,0.009479,0.4,28.133333,2
22627,22215,0.009479,0.4,28.133333,2
85150,82551,0.009479,0.4,28.133333,2
21186,21203,0.009479,0.4,28.133333,2
21186,22562,0.009479,0.4,28.133333,2
22149,22150,0.009479,0.4,28.133333,2
22561,18097C,0.009479,0.4,28.133333,2
22561,22427,0.009479,0.4,28.133333,2
21498,21121,0.009479,0.4,28.133333,2
20979,20978,0.009479,0.4,28.133333,2
20979,21124,0.009479,0.4,28.133333,2
21078,21124,0.009479,0.4,28.133333,2
21078,85049C,0.009479,0.4,28.133333,2
84946,22027,0.009479,0.4,28.133333,2
22082,22080,0.009479,0.4,28.133333,2
22418,22553,0.009479,0.4,28.133333,2
22418,22716,0.009479,0.4,28.133333,2
22418,35471D,0.009479,0.4,28.133333,2
84946,22553,0.009479,0.4,28.133333,2
22469,22366,0.009479,0.4,28.133333,2
82582,21908,0.009479,0.4,28.133333,2
22646,22645,0.009479,0.4,28.133333,2
20677,84596B,0.009479,0.4,28.133333,2
20677,84596F,0.009479,0.4,28.133333,2
21933,20717,0.009479,0.4,28.133333,2
20979,22333,0.009479,0.4,28.133333,2
21078,84596B,0.009479,0.4,28.133333,2
21867,22549,0.009479,0.4,28.133333,2
21867,84596F,0.009479,0.4,28.133333,2
21933,84596B,0.009479,0.4,28.133333,2
21933,84596F,0.009479,0.4,28.133333,2
85040A,84596B,0.009479,0.4,28.133333,2
16237,22718,0.009479,0.4,28.133333,2
21314,84880,0.009479,0.4,28.133333,2
22413,21872,0.009479,0.4,28.133333,2
21980,22495,0.009479,0.4,28.133333,2
22151,22495,0.009479,0.4,28.133333,2
22630,22659,0.009479,0.4,28.133333,2
22909,22950,0.009479,0.4,28.133333,2
21980,21985,0.009479,0.4,28.133333,2
21980,22736,0.009479,0.4,28.133333,2
22352,22736,0.009479,0.4,28.133333,2
22748,85199L,0.009479,0.4,28.133333,2
21078,16236,0.009479,0.4,28.133333,2
22191,22192,0.009479,0.4,28.133333,2
22193,22192,0.009479,0.4,28.133333,2
22810,18097C,0.009479,0.4,28.133333,2
84997A,22311,0.009479,0.4,28.133333,2
22418,22535,0.009479,0.4,28.133333,2
22418,22945,0.009479,0.4,28.133333,2
21903,21174,0.009479,0.4,28.133333,2
22810,22297,0.009479,0.4,28.133333,2
20677,20675,0.009479,0.4,28.133333,2
22418,85014A,0.009479,0.4,28.133333,2
22964,84375,0.009479,0.4,28.133333,2
22502,22501,0.009479,0.4,28.133333,2
22502,22524,0.009479,0.4,28.133333,2
16237,16236,0.009479,0.4,28.133333,2
22663,22699,0.009479,0.4,28.133333,2
22090,23145,0.009479,0.4,28.133333,2
23301,21715,0.009479,0.4,28.133333,2
22697,23171,0.009479,0.4,28.133333,2
23243,22996,0.009479,0.4,28.133333,2
23243,23298,0.009479,0.4,28.133333,2
23199,23345,0.009479,0.4,28.133333,2
23199,23346,0.009479,0.4,28.133333,2
23199,85132C,0.009479,0.4,28.133333,2
22964,21912,0.009479,0.4,28.133333,2
22630,23108,0.009479,0.4,28.133333,2
22630,23346,0.009479,0.4,28.133333,2
22964,23108,0.009479,0.4,28.133333,2
22964,23346,0.009479,0.4,28.133333,2
22964,35471D,0.009479,0.4,28.133333,2
21899,23182,0.009479,0.4,28.133333,2
21899,23200,0.009479,0.4,28.133333,2
21900,23182,0.009479,0.4,28.133333,2
21900,23200,0.009479,0.4,28.133333,2
21901,23182,0.009479,0.4,28.133333,2
21901,23200,0.009479,0.4,28.133333,2
23100,84832,0.009479,0.4,28.133333,2
23328,84832,0.009479,0.4,28.133333,2
22082,22992,0.009479,0.4,28.133333,2
22960,23169,0.009479,0.4,28.133333,2
21591,22694,0.009479,0.4,28.133333,2
21591,22816,0.009479,0.4,28.133333,2
23344,85048,0.009479,0.4,28.133333,2
16237,23192,0.009479,0.4,28.133333,2
16237,23571,0.009479,0.4,28.133333,2
23301,23169,0.009479,0.4,28.133333,2
23328,23169,0.009479,0.4,28.133333,2
23328,23182,0.009479,0.4,28.133333,2
23301,23552,0.009479,0.4,28.133333,2
23328,23552,0.009479,0.4,28.133333,2
84997A,84997B,0.023697,1.0,26.375,5
22635,22634,0.018957,1.0,26.375,4
22579,22578,0.018957,1.0,26.375,4
21982,22355,0.014218,1.0,26.375,3
22311,22578,0.014218,1.0,26.375,3
22311,22634,0.014218,1.0,26.375,3
22041,21481,0.009479,1.0,26.375,2
20970,84997B,0.009479,1.0,26.375,2
21122,84997B,0.009479,1.0,26.375,2
21827,84997B,0.009479,1.0,26.375,2
21217,84997B,0.009479,1.0,26.375,2
62096A,22381,0.009479,1.0,26.375,2
62096B,22381,0.009479,1.0,26.375,2
22208,22492,0.009479,1.0,26.375,2
79190D,84380,0.009479,1.0,26.375,2
22081,84520B,0.009479,1.0,26.375,2
20981,21731,0.009479,1.0,26.375,2
84199,21731,0.009479,1.0,26.375,2
22164,22381,0.009479,1.0,26.375,2
84536A,22381,0.009479,1.0,26.375,2
21207,84520B,0.009479,1.0,26.375,2
21507,84520B,0.009479,1.0,26.375,2
22438,84520B,0.009479,1.0,26.375,2
21519,21172,0.009479,1.0,26.375,2
21161,85152,0.009479,1.0,26.375,2
21905,85152,0.009479,1.0,26.375,2
20766,22634,0.009479,1.0,26.375,2
21888,22634,0.009479,1.0,26.375,2
22675,21172,0.009479,1.0,26.375,2
21187,22381,0.009479,1.0,26.375,2
21187,22952,0.009479,1.0,26.375,2
22075,22952,0.009479,1.0,26.375,2
21777,22634,0.009479,1.0,26.375,2
22312,22578,0.009479,1.0,26.375,2
22312,22629,0.009479,1.0,26.375,2
22312,22634,0.009479,1.0,26.375,2
22614,22554,0.009479,1.0,26.375,2
22739,22569,0.009479,1.0,26.375,2
22573,22578,0.009479,1.0,26.375,2
22573,22629,0.009479,1.0,26.375,2
22573,22634,0.009479,1.0,26.375,2
22739,22577,0.009479,1.0,26.375,2
22739,22578,0.009479,1.0,26.375,2
85088,22578,0.009479,1.0,26.375,2
85088,22629,0.009479,1.0,26.375,2
85088,22634,0.009479,1.0,26.375,2
21355,21481,0.009479,1.0,26.375,2
22807,22492,0.009479,1.0,26.375,2
22906,22492,0.009479,1.0,26.375,2
22955,22492,0.009479,1.0,26.375,2
21833,22578,0.009479,1.0,26.375,2
21833,22634,0.009479,1.0,26.375,2
21833,84997B,0.009479,1.0,26.375,2
22093,22578,0.009479,1.0,26.375,2
22473,22381,0.009479,1.0,26.375,2
22968,22381,0.009479,1.0,26.375,2
22729,85152,0.009479,1.0,26.375,2
22754,22383,0.009479,1.0,26.375,2
21811,22578,0.009479,1.0,26.375,2
85159B,21481,0.009479,1.0,26.375,2
22998,82494L,0.009479,1.0,26.375,2
22998,85152,0.009479,1.0,26.375,2
22475,22381,0.009479,1.0,26.375,2
21533,22629,0.009479,1.0,26.375,2
23308,21481,0.009479,1.0,26.375,2
21070,21172,0.009479,1.0,26.375,2
21015,22578,0.009479,1.0,26.375,2
21934,21935,0.014218,0.75,26.375,3
21313,84978,0.014218,0.75,26.375,3
16156S,16161P,0.014218,0.75,26.375,3
22665,22667,0.014218,0.75,26.375,3
22582,22557,0.014218,0.75,26.375,3
23207,23206,0.014218,0.75,26.375,3
84997B,84997A,0.023697,0.625,26.375,5
22634,22635,0.018957,0.5,26.375,4
22578,22579,0.018957,0.5,26.375,4
21935,21934,0.014218,0.5,26.375,3
84978,21313,0.014218,0.5,26.375,3
16161P,16156S,0.014218,0.5,26.375,3
22667,22665,0.014218,0.5,26.375,3
22557,22582,0.014218,0.5,26.375,3
23206,23207,0.014218,0.5,26.375,3
22168,85049F,0.009479,0.5,26.375,2
85049F,22168,0.009479,0.5,26.375,2
72351A,85038,0.009479,0.5,26.375,2
85038,72351A,0.009479,0.5,26.375,2
21531,37449,0.009479,0.5,26.375,2
37449,21531,0.009479,0.5,26.375,2
22544,22563,0.009479,0.5,26.375,2
22563,22544,0.009479,0.5,26.375,2
22271,22273,0.009479,0.5,26.375,2
22273,22271,0.009479,0.5,26.375,2
21865,21866,0.009479,0.5,26.375,2
21866,21865,0.009479,0.5,26.375,2
21826,22078,0.009479,0.5,26.375,2
22078,21826,0.009479,0.5,26.375,2
20974,20975,0.009479,0.5,26.375,2
20975,20974,0.009479,0.5,26.375,2
21063,22029,0.009479,0.5,26.375,2
22029,21063,0.009479,0.5,26.375,2
21508,22168,0.009479,0.5,26.375,2
22168,21508,0.009479,0.5,26.375,2
21508,22712,0.009479,0.5,26.375,2
22712,21508,0.009479,0.5,26.375,2
22029,22712,0.009479,0.5,26.375,2
22712,22029,0.009479,0.5,26.375,2
22078,22582,0.009479,0.5,26.375,2
22582,22078,0.009479,0.5,26.375,2
22078,51014A,0.009479,0.5,26.375,2
51014A,22078,0.009479,0.5,26.375,2
22582,51014A,0.009479,0.5,26.375,2
51014A,22582,0.009479,0.5,26.375,2
21385,21902,0.009479,0.5,26.375,2
21902,21385,0.009479,0.5,26.375,2
21592,72351B,0.009479,0.5,26.375,2
72351B,21592,0.009479,0.5,26.375,2
21592,85178,0.009479,0.5,26.375,2
85178,21592,0.009479,0.5,26.375,2
72351A,72351B,0.009479,0.5,26.375,2
72351B,72351A,0.009479,0.5,26.375,2
21558,22227,0.009479,0.5,26.375,2
22227,21558,0.009479,0.5,26.375,2
22665,22867,0.009479,0.5,26.375,2
22867,22665,0.009479,0.5,26.375,2
21587,22619,0.009479,0.5,26.375,2
22619,21587,0.009479,0.5,26.375,2
21558,22579,0.009479,0.5,26.375,2
22579,21558,0.009479,0.5,26.375,2
21877,22579,0.009479,0.5,26.375,2
22579,21877,0.009479,0.5,26.375,2
22582,22617,0.009479,0.5,26.375,2
22617,22582,0.009479,0.5,26.375,2
22582,22625,0.009479,0.5,26.375,2
22625,22582,0.009479,0.5,26.375,2
22155,22800,0.009479,0.5,26.375,2
22800,22155,0.009479,0.5,26.375,2
21819,22155,0.009479,0.5,26.375,2
22155,21819,0.009479,0.5,26.375,2
22752,72802A,0.009479,0.5,26.375,2
72802A,22752,0.009479,0.5,26.375,2
21041,21531,0.009479,0.5,26.375,2
21531,21041,0.009479,0.5,26.375,2
22406,22605,0.009479,0.5,26.375,2
22605,22406,0.009479,0.5,26.375,2
20679,85178,0.009479,0.5,26.375,2
85178,20679,0.009479,0.5,26.375,2
23101,35970,0.009479,0.5,26.375,2
35970,23101,0.009479,0.5,26.375,2
35970,84947,0.009479,0.5,26.375,2
84947,35970,0.009479,0.5,26.375,2
22904,84947,0.009479,0.5,26.375,2
84947,22904,0.009479,0.5,26.375,2
21819,35970,0.009479,0.5,26.375,2
35970,21819,0.009479,0.5,26.375,2
21819,23101,0.009479,0.5,26.375,2
23101,21819,0.009479,0.5,26.375,2
22355,21982,0.014218,0.375,26.375,3
22578,22311,0.014218,0.375,26.375,3
22634,22311,0.014218,0.375,26.375,3
21481,22041,0.009479,0.25,26.375,2
84997B,20970,0.009479,0.25,26.375,2
84997B,21122,0.009479,0.25,26.375,2
84997B,21827,0.009479,0.25,26.375,2
84997B,21217,0.009479,0.25,26.375,2
22381,62096A,0.009479,0.25,26.375,2
22381,62096B,0.009479,0.25,26.375,2
